seed,arm,homeownership_rate,rental_vacancy_rate,annual_appreciation_g,mean_ltv_owner_occupier,mean_lti_owner_occupier,institutional_share_of_rentals,investor_share_of_stock,median_price,median_rent,n_households,n_purchases_ftb,n_purchases_repeat,n_purchases_investor,n_purchases_institutional,n_purchases_small_landlord,n_purchases_total,ftb_purchase_share,repeat_buyer_purchase_share,investor_purchase_share,institutional_purchase_share,small_landlord_purchase_share
5,waiting_period,0.5611450200087756,0.020165682630291535,0.0002904835612376547,0.8878343633558278,2.061657344687946,0.22325000777883788,0.3149260834608524,188173.76768463163,1464.715317898687,704.5833333333334,1.075,0.7666666666666667,0.575,0.0,0.575,2.4166666666666665,0.44482758620689655,0.31724137931034485,0.23793103448275862,0.0,0.23793103448275862
5,ownership_cap_soft,0.5874357822113881,0.023287517255865066,0.015714825133898606,0.8875994595643842,2.1052469554244424,0.226818549338589,0.3108293066896824,190726.23668409637,1437.5952150193782,694.575,1.4916666666666667,1.1416666666666666,0.9833333333333333,0.05,0.9333333333333333,3.6166666666666667,0.41244239631336405,0.315668202764977,0.271889400921659,0.013824884792626729,0.25806451612903225
5,ownership_cap_hard,0.5644246135404779,0.02037442545391738,0.0006093922913578309,0.8898923988934864,2.0833929166033784,0.19292632738741383,0.3105196556682303,186763.2033371675,1455.2820435139643,702.175,1.1333333333333333,0.775,0.6083333333333333,0.0,0.6083333333333333,2.5166666666666666,0.4503311258278146,0.3079470198675497,0.24172185430463577,0.0,0.24172185430463577
5,purchase_tax,0.5927084873031404,0.016482770884342603,0.004769913866625209,0.8862006815030348,2.0383763949218094,0.23840677417633743,0.2874055910814865,188222.33591893464,1494.7152484576243,698.7833333333333,1.1916666666666667,1.125,0.18333333333333332,0.008333333333333333,0.175,2.5,0.4766666666666667,0.45,0.07333333333333333,0.0033333333333333335,0.07
5,vacancy_tax,0.5514361633998511,0.01859835135683315,0.004129449067034372,0.8945855558352159,2.0505037200413545,0.22278759757023087,0.30712000662575417,186517.59216894628,1546.8850992577275,701.4666666666667,1.175,0.725,0.45,0.008333333333333333,0.44166666666666665,2.35,0.5,0.30851063829787234,0.19148936170212766,0.0035460992907801418,0.1879432624113475
5,portfolio_tax,0.5927084873031404,0.016482770884342603,0.004769913866625209,0.8862006815030348,2.0383763949218094,0.23840677417633743,0.2874055910814865,188222.33591893464,1494.7152484576243,698.7833333333333,1.1916666666666667,1.125,0.18333333333333332,0.008333333333333333,0.175,2.5,0.4766666666666667,0.45,0.07333333333333333,0.0033333333333333335,0.07
6,baseline,0.5534806935945189,0.0173860836671146,0.0051611351017391205,0.8747471110798941,1.989184082730046,0.27205391606192275,0.31097493333395565,189432.1496743967,1557.8610415876694,690.25,1.1333333333333333,1.1,0.30833333333333335,0.016666666666666666,0.2916666666666667,2.5416666666666665,0.4459016393442623,0.43278688524590164,0.12131147540983607,0.006557377049180328,0.11475409836065574
6,waiting_period,0.5455538040080821,0.01540256986180682,0.0028144883980364744,0.8860870601330918,2.024479283639129,0.32909990354621027,0.30598628361729496,185066.5046478481,1494.3105547270466,712.0083333333333,1.0583333333333333,1.025,0.25833333333333336,0.175,0.08333333333333333,2.341666666666667,0.45195729537366547,0.4377224199288256,0.1103202846975089,0.07473309608540925,0.03558718861209965
6,ownership_cap_soft,0.5559084844741778,0.01317119258848663,5.989965462836292e-06,0.8849630620121237,2.0158759857603883,0.27333865383315104,0.3056282355215176,185565.0199876895,1543.2514840083438,712.0083333333333,1.1916666666666667,1.0,0.18333333333333332,0.03333333333333333,0.15,2.375,0.5017543859649123,0.42105263157894735,0.07719298245614035,0.014035087719298246,0.06315789473684211
6,ownership_cap_hard,0.5310261306462843,0.021517562769838693,-0.010943481110624789,0.886794246138762,2.0651565609878753,0.2037355539718786,0.35986508075030493,189737.82580008378,1428.3877211033832,697.4333333333333,1.325,0.8833333333333333,0.8333333333333334,0.008333333333333333,0.825,3.0416666666666665,0.43561643835616437,0.29041095890410956,0.273972602739726,0.0027397260273972603,0.27123287671232876
6,purchase_tax,0.5534806935945189,0.0173860836671146,0.0051611351017391205,0.8747471110798941,1.989184082730046,0.27205391606192275,0.31097493333395565,189432.1496743967,1557.8610415876694,690.25,1.1333333333333333,1.1,0.30833333333333335,0.016666666666666666,0.2916666666666667,2.5416666666666665,0.4459016393442623,0.43278688524590164,0.12131147540983607,0.006557377049180328,0.11475409836065574
6,vacancy_tax,0.5714588028610855,0.010816580205349096,-0.004006740176113173,0.8895401388008272,2.0466786420588337,0.28635345613386,0.30280030289074406,183748.6143748065,1560.7091699563841,692.2166666666667,1.2166666666666666,1.075,0.06666666666666667,0.008333333333333333,0.058333333333333334,2.3583333333333334,0.5159010600706714,0.4558303886925795,0.028268551236749116,0.0035335689045936395,0.024734982332155476
6,portfolio_tax,0.5481722885022078,0.020807983560533386,-0.0012801791965320367,0.878810207288473,1.9808605184692547,0.3156187697839884,0.31692092452462944,188917.7449505398,1461.2252248377542,697.9083333333333,1.0333333333333334,1.225,0.48333333333333334,0.20833333333333334,0.275,2.7416666666666667,0.3768996960486322,0.44680851063829785,0.1762917933130699,0.07598784194528875,0.10030395136778116
7,baseline,0.5660633763452607,0.027111251051543234,-0.0033424156724920105,0.8684420871309643,1.88240685878078,0.2963607645072379,0.33969600376317594,189496.30549813688,1508.7858919497583,649.6583333333333,1.125,0.7666666666666667,0.2916666666666667,0.10833333333333334,0.18333333333333332,2.183333333333333,0.5152671755725191,0.3511450381679389,0.13358778625954199,0.04961832061068702,0.08396946564885496
7,waiting_period,0.5455659109471938,0.06646001393643201,0.022219187466399223,0.8397217010807412,1.7977536484952876,0.36467534063812496,0.41792586268743304,200983.66438443903,1364.98736899268,650.3666666666667,0.9666666666666667,1.225,2.25,0.8333333333333334,1.4166666666666667,4.441666666666666,0.2176360225140713,0.275797373358349,0.5065666041275797,0.18761726078799248,0.31894934333958724
7,ownership_cap_soft,0.579696897003626,0.03601780081609659,0.0010987999924782048,0.8573392087403925,1.8292301484098534,0.2787211360697173,0.34737331473733146,192396.70565586447,1438.233545168573,643.8666666666667,1.3,1.0833333333333333,0.7916666666666666,0.058333333333333334,0.7333333333333333,3.175,0.4094488188976378,0.34120734908136485,0.24934383202099739,0.01837270341207349,0.23097112860892388
7,ownership_cap_hard,0.568821453777021,0.032765948149706535,0.00451999663158492,0.8596209406708891,1.8577765660422914,0.19029705305587283,0.35181311018131106,190079.74591987373,1461.0734734562052,650.3,1.075,0.8416666666666667,0.7,0.0,0.7,2.6166666666666667,0.410828025477707,0.321656050955414,0.267515923566879,0.0,0.267515923566879
